course_title,url,num_subscribers,difficulty,description,organization
3.- El Cálculo - Modelo Cúbico,No URL,0.0,Mixed,No description available,Tecnológico de Monterrey
Digital Manufacturing & Design Technology,https://www.coursera.org/specializations/digital-manufacturing-design-technology,79172.0,Beginner," Design and Product, Leadership and Management, Product Lifecycle, Product Management, Strategy and Operations, Product Development, Business Process Management, Product Design, Supply Chain Systems, Data Management, Systems Design, Computer Networking, Supply Chain and Logistics, Human Computer Interaction, Process Analysis, Technical Product Management, Data Analysis, Project Management, System Security, Business Transformation, Cloud Computing, Cyberattacks, Operations Management, Security Engineering, Big Data, Cloud Storage, Communication, Computer Architecture, Computer Security Models, Network Security, Security Software, Security Strategy, Software Security, Supplier Relationship Management, Data Analysis Software, Digital Marketing, Machine Learning, Computer Security Incident Management, Data Visualization, Internet Of Things, Software Engineering, Exploratory Data Analysis, Business Communication, Marketing Ce cours est conçu pour accompagner toutes les personnes qui veulent avoir un impact positif dans la société, mais qui ne savent pas comment agir. Quel que soit votre âge ou votre formation académique, ce cours vous aidera à trouver la voie qui vous correspond pour faire bouger les lignes ! Vous apprendrez comment passer de l’envie à l’idée, et de l’idée à l’action.
",University at Buffalo
Cyber Incident Response,No URL,0.0,Beginner,No description available,Infosec
Gestión de proyectos con la metodología Agile,No URL,0.0,Beginner,No description available,Google
Teach English Now! Technology Enriched Teaching,No URL,0.0,Beginner,No description available,Arizona State University
"Faster Together, Enhancing the Recruitment of Marginalized Communities in Clinical Trials",No URL,0.0,Beginner,No description available,Vanderbilt University
Web3 and Blockchain Leadership for Transformation,No URL,0.0,Beginner,No description available,INSEAD
Cybersecurity for Everyone,https://www.coursera.org/learn/cybersecurity-for-everyone,4727.0,Beginner," Cyberattacks, Human Computer Interaction, Network Security, Security Engineering, Security Strategy, Computer Security Models, Leadership and Management, Risk Management, Software Security, Critical Thinking The Cybersecurity Operations Fundamentals Specialization gives you the basic skills you need to begin a career as an entry-level cybersecurity analyst. As you progress through this Specialization, you'll gain the foundational knowledge that organizations require to protect their network.
Completing this Specialization will prepare you to start your career as a Security Operations Center Analyst.
Previous IP networking knowledge is preferred.
 
Applied Learning Project
There will not be any projects for this specialization. 

The Cybersecurity Operations Fundamentals Specialization gives you the basic skills you need to begin a career as an entry-level cybersecurity analyst. As you progress through this Specialization, you'll gain the foundational knowledge that organizations require to protect their network.
","University of Maryland, College Park"
International Security Management,No URL,0.0,Beginner,No description available,Erasmus University Rotterdam
Python for Cybersecurity,https://www.coursera.org/specializations/pythonforcybersecurity,12936.0,Intermediate," Python Programming, Computer Programming  Python is one of the most popular and widely-used programming languages in the world due to its high usability and large collection of libraries. This learning path provides an application-driven introduction to using Python for cybersecurity. Python can help to automate tasks across the cyberattack life cycle for both cyber attackers and defenders. This Specialization demonstrates some of these applications and how Python can be used to make cybersecurity professionals more efficient and effective.    
Applied Learning Project
Learners will acquire the technical skills needs to develop custom Python scripts to automate cybersecurity tasks. The challenges in this project involve developing or modifying Python code to address cybersecurity use cases drawn from MITRE ATT&CK and Shield.
",Infosec
Network Security,No URL,0.0,Mixed,No description available,Cisco Learning and Certifications
Security & Safety Challenges in a Globalized World,No URL,0.0,Beginner,No description available,Universiteit Leiden
JavaScript Security,No URL,0.0,Intermediate,No description available,Infosec
Cryptography I,https://www.coursera.org/learn/crypto,118242.0,Mixed," Algorithms, Cryptography, Mathematics, Security Engineering, Theoretical Computer Science, Probability & Statistics, Critical Thinking, Mathematical Theory & Analysis, Computer Security Models, Probability Distribution This Specialization covers elements of three major creative writing genres: short story, narrative essay, and memoir. You will master the techniques that good writers use to compose a bracing story, populated with memorable characters in an interesting setting, written in a fresh descriptive style. You will analyze and constructively evaluate peer writing. In the Capstone, you will draft, rewrite, and complete a substantial original story in the genre of your choosing.
Our courses are designed for anyone from the aspiring short story writer to established novelist. Whether you have a finished novel sitting on your desk calling for a fresh look or have had the germ of an idea for a decade, this Specialization gives you tools to achieve your goal. Through 4 courses focused on a key aspect of writing, and taken in any order you choose, you will develop a stronger ability to not only refine your writing, but critique writing in general and find inspiration in the works you are already reading. 
Thanks to our sponsors, upon completion of their first assignment, learners in each course will receive up to an 80% discount from Write-Bros and a 30% discount off their first purchase from Scrivener to use on their writing software. Additionally, learners who complete an assignment will receive 30% off membership at the online writing community Scribophile. For more information about our partners, see the FAQ below.
",Stanford University
Security Operations Center (SOC),No URL,0.0,Mixed,No description available,Cisco Learning and Certifications
Security Awareness Training,No URL,0.0,Beginner,No description available,ISC2
Security Governance & Compliance,No URL,0.0,Mixed,No description available,"University of California, Irvine"
Cybersecurity and Mobility,No URL,0.0,Beginner,No description available,University System of Georgia
Security Operations,No URL,0.0,Beginner,No description available,ISC2
Security Principles,https://www.coursera.org/learn/-security-principles,10313.0,Beginner," Leadership and Management Welcome to course 1 of 5 of this Specialization, Security Principles.
After completing this course, the participant will be able to: 

Discuss the foundational concepts of cybersecurity principles.

- Recognize foundational security concepts of information assurance.
- Define risk management terminology and summarize the process.
- Relate risk management to personal or professional practices.
- Classify types of security controls.
- Distinguish between policies, procedures, standards, regulations and laws.
- Demonstrate the relationship among governance elements.
- Analyze appropriate outcomes according to the canons of the (ISC)2 Code of Ethics when given examples.
- Practice the terminology and review security principles.

Agenda

Course Introduction
Module 1: Information Assurance 
Module 2: Risk Management Process 
Module 3: Security Controls
Module 4: Governance
Module 5: (ISC)2 Code of Ethics
Module 6: Course Summary

This training is for IT professionals, career changers, college students, recent college graduates, advanced high school students and recent high school graduates looking to start their path toward cybersecurity leadership by taking the Certified in Cybersecurity entry-level exam.

There are no prerequisites to take the training or the exam. It is recommended that candidates have basic Information Technology (IT) knowledge. No work experience in cybersecurity or formal education diploma/degree is required.
",ISC2
Google Workspace Security,No URL,0.0,Beginner,No description available,Google Cloud
Cybersecurity for Tech Professionals,No URL,0.0,Intermediate,No description available,Campus BBVA
Cybersecurity in the Cloud,No URL,0.0,Beginner,No description available,University of Minnesota
Applied Cryptography,No URL,0.0,Intermediate,No description available,University of Colorado System
Python for Active Defense,No URL,0.0,Intermediate,No description available,Infosec
How to Learn Online,https://www.edx.org/course/how-to-learn-online,124980.0,Introductory,"Education & Teacher Training Designed for those who are new to elearning, this course will prepare you with strategies to be a successful online learner.The edX learning design team has curated some of the most powerful, science-backed techniques which you can start using right away and on any learning platform.The Verified Certificate for this course is free. Use the following coupon code before September 1, 2020 to upgrade at no cost to you: Y5ZADM5NU2AN5JU7This course will help you answer the following questions:",edX
Programming for Everybody (Getting Started with Python),https://www.edx.org/course/programming-for-everybody-getting-started-with-pyt,293864.0,Introductory,"Computer Science This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python. The course has no pre-requisites and avoids all but the simplest mathematics. Anyone with moderate computer experience should be able to master the materials in this course. This course will cover Chapters 1-5 of the textbook ""Python for Everybody"". Once a student completes this course, they will be ready to take more advanced programming courses. This course covers Python 3.",The University of Michigan
CS50's Introduction to Computer Science,https://www.edx.org/course/cs50s-introduction-to-computer-science,2442271.0,Introductory,"Computer Science This is CS50x , Harvard University's introduction to the intellectual enterprises of computer science and the art of programming for majors and non-majors alike, with or without prior programming experience. An entry-level course taught by David J. Malan, CS50x teaches students how to think algorithmically and solve problems efficiently. Topics include abstraction, algorithms, data structures, encapsulation, resource management, security, software engineering, and web development. Languages include C, Python, SQL, and JavaScript plus CSS and HTML. Problem sets inspired by real-world domains of biology, cryptography, finance, forensics, and gaming. The on-campus version of CS50x , CS50, is Harvard's largest course. Students who earn a satisfactory score on 9 problem sets (i.e., programming assignments) and a final project are eligible for a certificate. This is a self-paced course–you may take CS50x on your own schedule.HarvardX requires individuals who enroll in its courses on edX to abide by the terms of the edX honor code. HarvardX will take appropriate corrective action in response to violations of the edX honor code, which may include dismissal from the HarvardX course; revocation of any certificates received for the HarvardX course; or other remedies as circumstances warrant. No refunds will be issued in the case of corrective action for such violations. Enrollees who are taking HarvardX courses as part of another program will also be governed by the academic policies of those programs.HarvardX pursues the science of learning. By registering as an online learner in an HX course, you will also participate in research about learning. Read our research statement to learn more.Harvard University and HarvardX are committed to maintaining a safe and healthy educational and work environment in which no member of the community is excluded from participation in, denied the benefits of, or subjected to discrimination or harassment in our program. All members of the HarvardX community are expected to abide by Harvard policies on nondiscrimination, including sexual harassment, and the edX Terms of Service. If you have any questions or concerns, please contact harvardx@harvard.edu and/or report your experience through the edX contact form.",Harvard University
The Analytics Edge,https://www.edx.org/course/the-analytics-edge,129555.0,Intermediate,"Data Analysis & Statistics In the last decade, the amount of data available to organizations has reached unprecedented levels. Data is transforming business, social interactions, and the future of our society. In this course, you will learn how to use data and analytics to give an edge to your career and your life. We will examine real world examples of how analytics have been used to significantly improve a business or industry. These examples include Moneyball, eHarmony, the Framingham Heart Study, Twitter, IBM Watson, and Netflix. Through these examples and many more, we will teach you the following analytics methods: linear regression, logistic regression, trees, text analytics, clustering, visualization, and optimization. We will be using the statistical software R to build models and work with data. The contents of this course are essentially the same as those of the corresponding MIT class (The Analytics Edge). It is a challenging class, but it will enable you to apply analytics to real-world applications.The class will consist of lecture videos, which are broken into small pieces, usually between 4 and 8 minutes each. After each lecture piece, we will ask you a ""quick question"" to assess your understanding of the material. There will also be a recitation, in which one of the teaching assistants will go over the methods introduced with a new example and data set. Each week will have a homework assignment that involves working in R or LibreOffice with various data sets. (R is a free statistical and computing software environment we'll use in the course. See the Software FAQ below for more info). At the end of the class there will be a final exam, which will be similar to the homework assignments.",Massachusetts Institute of Technology
Marketing Analytics: Marketing Measurement Strategy,https://www.edx.org/course/marketing-analytics-marketing-measurement-strategy,81140.0,Introductory,"Computer Science Begin your journey in a new career in marketing analytics. Learn about powerful strategies and methodology, starting with identifying market trends and metrics used to measure marketing success.In this marketing course, you will learn how to execute market sizing, identify market trends, and predict future conditions.This course is taught by Stephan Sorger who has held leadership roles in marketing and product development at companies such as Oracle, 3Com and NASA. He has also taught for over a decade at UC Berkeley Extension and is the author of two widely adopted marketing textbooks. This course will equip you with the knowledge and skills necessary to immediately see practical benefits in the workplace.Analytics-based marketing is increasingly important in determining a company’s spending and ROI. Many entry-level positions in marketing now require some basic level of knowledge in this rapidly growing field.","University of California, Berkeley"
Introduction to Project Management,https://www.edx.org/course/introduction-to-project-management,301793.0,Introductory,"Business & Management Project management is an essential skill-set for many careers and in many contexts in our lives. Introduction to Project Management is an ideal starting point if you need to manage projects at work or at home, while not necessarily being a formally trained project manager. It is also suitable if you are considering undertaking a project in the near future and are seeking to learn and apply essential project management knowledge and skills.To deliver a project successfully, it’s important to start by clearly identifying what the project is, and what its outcomes will be. In the course, we will show you practical ways to explore and understand your goals from the outset of your project, and to consider all the factors that may affect its execution. Step by step you will learn how to plan, scope, schedule, cost and manage your project from beginning to end. Since every project relies on the people who are delivering it, the course also enables you to explore how you can effectively communicate, manage people and employ leadership skills to successfully deliver your own project.In Introduction to Project Management, you will learn practical ways to use project management skills, whether your project is large or small. Join us to explore how you can benefit from using project management techniques in your own projects.",University of Adelaide
Leading High-Performing Teams,https://www.edx.org/course/leading-high-performing-teams,32847.0,Intermediate,"Communication This course will blend business theory and real-world insights to teach you the skills you need to better lead people and teams within your organization. Key topics will include motivation, communication, conflict management, team dynamics, and development of a healthy organizational culture.These “people skills” rank among the most challenging competencies for both novice and experienced leaders. This course will challenge you to understand your followers on a deeper level, as well as help you to reflect and improve on your own leadership practice.The course will draw on knowledge from psychology, human resource management, and organizational behavior, as well as the expertise of the management faculty and the The University of Queensland. Through a series of engaging videos, interviews, written reflections, peer feedback, self-insight activities, and simulations, we unpack the ingredients that are critical for developing more effective people and higher performing teams.",The University of Queensland
The Foundations of Happiness at Work,https://www.edx.org/course/the-foundations-of-happiness-at-work,67073.0,Introductory,"Business & Management This course explains what happiness at work looks like, why it matters, and how to cultivate it.It begins by defining happiness and making the case that happiness at work improves the performance of individual employees and organizations as a whole, increasing innovation, productivity, engagement, retention, and the quality of their work. It then explores the key factors that empirical research has linked to workplace happiness, zeroing in on practices such as gratitude, developing a strong sense of purpose, and forming authentic, cooperative connections with others. The course will also highlight common barriers to workplace happiness, both at the individual and cultural level.Finally, the course presents a practical framework for workplace happiness and explores accessible techniques for: a) evaluating happiness in an organization, b) creating an effective strategy to increase workplace happiness, and c) implementing that strategy in your own work life, within your team, or across the culture of your organization, with special tips for workplace leaders.The course instructors are expert faculty from UC Berkeley’s Greater Good Science Center, Dacher Keltner, Ph.D., and Emiliana Simon-Thomas, Ph.D., whose earlier edX course, The Science of Happiness, has been a global phenomenon, introducing a half million students worldwide to the research-based keys to a happy, meaningful life. In this course, they tailor their scientific insights to the needs of the modern workplace.","University of California, Berkeley"
"Managing Study, Stress and Mental Health at University",https://www.edx.org/course/managing-study-stress-and-mental-health-at-univers,23061.0,Introductory,"Health & Safety This short course is a German-Australian collaboration developed in response to the growing need to provide students with the knowledge, skills, and understanding to recognise, identify and respond to mental health challenges in themselves and others. The course is primarily for university students and those working in the tertiary education and local community sectors.We are grateful to the following organisations for their contribution to and continued support of this MOOC:In this course, you will:",Curtin University
Six Sigma: Define and Measure,https://www.edx.org/course/six-sigma-define-and-measure,92411.0,Introductory,"Business & Management Understand the background and meaning of Six Sigma and the five steps of the DMAIC process improvement flow: Define, Measure, Analyze, Improve and Control. Discuss what ""Quality"" means and how to identify the Voice of the Customer.You will learn how to set an improvement project goal, calculate process yield, and identify Critical-to-Quality parameters.You will learn how to map a process and to use the necessary statistical techniques to establish the baseline performance of a process and to calculate the process capability.To complement the lectures, we provide interactive exercises, which allow learners to see the statistics ""in action."" Learners then master the statistical concepts by completing practice problems. These are then reinforced using interactive case studies, which illustrate the application of the statistics in quality improvement situations.Upon successful completion of this program, learners will earn the TUM Lean and Six Sigma Yellow Belt certification, confirming mastery of Lean Six Sigma fundamentals to a Green Belt level. The material is based on the American Society for Quality (www.asq.org) Body of Knowledge up to a Green Belt Level. The Professional Certificate is designed as preparation for a Lean Six Sigma Green Belt exam.",Technische Universität München
Fat Chance: Probability from the Ground Up,https://www.edx.org/course/fat-chance-probability-from-the-ground-up-2,66835.0,Introductory,"Math Created specifically for those who are new to the study of probability, or for those who are seeking an approachable review of core concepts prior to enrolling in a college-level statistics course, Fat Chance prioritizes the development of a mathematical mode of thought over rote memorization of terms and formulae. Through highly visual lessons and guided practice, this course explores the quantitative reasoning behind probability and the cumulative nature of mathematics by tracing probability and statistics back to a foundation in the principles of counting. In Modules 1 and 2, you will be introduced to basic counting skills that you will build upon throughout the course. In Module 3, you will apply those skills to simple problems in probability. In Modules 4 through 6, you will explore how those ideas and techniques can be adapted to answer a greater range of probability problems. Lastly, in Module 7, you will be introduced to statistics through the notion of expected value, variance, and the normal distribution. You will see how to use these ideas to approximate probabilities in situations where it is difficult to calculate their exact values.",Harvard University
Chasing your Dream: How to End Procrastination and Get a Job You Love,https://www.edx.org/course/chasing-your-dream-how-to-end-procrastination-and,44711.0,Introductory,"Communication Do you love your job, do you wake up every morning all eager about it? Are you ready to do what you have chosen for the rest of your life? When you are off the chosen track, are you impatient to snap into action immediately to start working more effectively and overcome the difficulties? Is your life full of purpose, are you of any use to other people? If your answer to all the above questions is ""Yes"" then congratulations, you're doing great! However, most people share at least some level of insecurity about their work and their future. If that sounds more like you, here's a follow-up question: have you done anything to change it? Or are you planning to put up with that for the time being? This course is for those who may feel a little stuck in their careers. It draws from academic teachings in motivation and positive psychology from universities like Harvard andMoscow State University and combines those with cultural studies from Tibet. You'll learn how to resist procrastination and engage a process of self-determination. You'll find ways to contend with the ""bumps"" that prevent us from moving in the direction. This course can't promise a magic pill, butit will offer the tools for solvingkey problems thatcan hinder self-fulfillment. You willgain the basic skills of self-development, explore some well-considered hypotheses of future development, and build the toolsyou'll need to follow your passion and succeed.",National Research Nuclear University
Bitcoin and Cryptocurrencies,https://www.edx.org/course/bitcoin-and-cryptocurrencies,83398.0,Introductory,No description available,"University of California, Berkeley"
English Grammar and Style,https://www.edx.org/course/english-grammar-and-style,0.0,Introductory,"Humanities With the rise of social media and the Internet, many people are writing more today for different mediums than ever before. We'll present materials that cover grammatical principles, word usage, writing style, sentence and paragraph structure, and punctuation. We'll introduce you to some marvelous resources that we have annotated for your guidance. We'll show you video clips of interviews conducted with distinguished grammarians, challenge you with quizzes and writing activities that will give you strategies to help you to build skills that will enhance the quality of your writing, and invite you to participate in discussions and assess the work of your peers.",The University of Queensland
Ethics in Action,https://www.edx.org/course/ethics-in-action,6366.0,Intermediate,"Ethics The challenges of sustainable development are more than technical or political--they are also moral, calling on us to examine who we are as human beings, and who we want to be going forward. This examination of what makes a ""good person""--called virtue ethics--has long been the purview of philosophers and theologians. So what do the world's great religious and secular philosophies have to say about ethical conduct? Which virtues are common across creeds and cultures? And what role do ethics, spirituality, and religious communities have to play in sustainable development? In 2016, distinguished leaders from the world's major religious traditions, philosophers, scholars, and scientists were invited by Pope Francis to the Vatican for a series of meetings. Known as the Ethics in Action initiative, these meetings sought to promote dialogue and find consensus about the values needed to advance transformative action for our common home and the human family. This course features Ethics in Action meeting participants, as well as other leading voices, and discusses the perspectives of some of the world's great traditions and their role in addressing our world's most pressing challenges, including poverty, corruption, and climate change. It presents multi-faith cooperation as essential for achieving sustainable development, and calls for the development of a new shared virtue ethics to bring us all into a sustainable and peaceful future. This course is for: ",SDG Academy
Introduction to FinTech,https://www.edx.org/course/introduction-to-fintech,72767.0,Introductory,"Economics & Finance  Over the past decade emerging technologies, paired with massive changes in regulations, have driven an unprecedented transformation of finance around the world. This process is happening more rapidly in China and Asia than anywhere else. This course is designed to explore FinTech fundamentals and help make sense of this wave of change as it happens.New players such as start-ups and technology firms are challenging traditional players in finance, bringing democratization, inclusion and disruption. Companies engaged in social media, e-commerce, and telecommunications, as well as, companies and start-ups with large customer data pools, creative energies, and technical capacities, have brought competition to the existing financial infrastructure and are remaking the industry.These transformations have not only created challenges but also unprecedented opportunities, building synergies with new business and regulatory models, particularly in emerging markets and developing countries. To meet these changes, 21st-century professionals and students must be equipped with up-to-date knowledge of the industry and its incredible evolution. This course - designed by HKU with the support of SuperCharger and the Centre for Finance, Technology and Education - is designed to enable learners with the necessary tools to understand the complex interaction of finance, technology and regulation.In this course, through a series of video lectures, case studies, and assessments you will explore the major areas of FinTech including, beginning with What is FinTech before turning to Money, Payment and Emerging Technologies, Digital Finance and Alternative Finance, FinTech Regulation and RegTech, Data and Security, and the Future of Data Driven Finance, as well as, the core technologies driving FinTech including Blockchain, AI and Big Data. These will set the stage for understanding the FinTech landscape and ecosystem and grappling with the potential direction of future change.****",University of Hong Kong
Data Science: R Basics,https://www.edx.org/course/data-science-r-basics,528782.0,Introductory,"Data Analysis & Statistics The first in our Professional Certificate Program in Data Science, this course will introduce you to the basics of R programming. You can better retain R when you learn it to solve a specific problem, so you'll use a real-world dataset about crime in the United States. You will learn the R skills needed to answer essential questions about differences in crime across the different states. We'll cover R's functions and data types, then tackle how to operate on vectors and when to use advanced functions like sorting. You'll learn how to apply general programming features like ""if-else,"" and ""for loop"" commands, and how to wrangle, analyze and visualize data. Rather than covering every R skill you might need, you'll build a strong foundation to prepare you for the more in-depth courses later in the series, where we cover concepts like probability, inference, regression, and machine learning. We help you develop a skill set that includes R programming, data wrangling with dplyr, data visualization with ggplot2, file organization with UNIX/Linux, version control with git and GitHub, and reproducible document preparation with RStudio. The demand for skilled data science practitioners is rapidly growing, and this series prepares you to tackle real-world data analysis challenges.",Harvard University
Python Basics for Data Science,https://www.edx.org/course/python-basics-for-data-science,228809.0,Introductory,"Data Analysis & Statistics Kickstart your learning of Python for data science, as well as programming in general with this introduction to Python course. This beginner-friendly Python course will quickly take you from zero to programming in Python in a matter of hours and give you a taste of how to start working with data in Python. ~~~~Upon its completion, you'll be able to write your own Python scripts and perform basic hands-on data analysis using our Jupyter-based lab environment. If you want to learn Python from scratch, this course is for you.You can start creating your own data science projects and collaborating with other data scientists using IBM Watson Studio. When you sign up, you will receive free access to Watson Studio. Start now and take advantage of this platform and learn the basics of programming, machine learning, and data visualization with this introductory course.The objectives of this course is to get you started with Python as the programming language and give you a taste of how to start working with data in Python.In this course you will learn about:",IBM
The Science of Beer,https://www.edx.org/course/the-science-of-beer,39085.0,Introductory,"Food & Nutrition  Have you ever taken a sip of beer and wondered why it tastes a certain way or what effect the alcohol has on your body?In this course, you will learn all about beer, including how it's made, the raw materials used, it's supply chain, how it's marketed and the effect of beer consumption on your body.After this course, tasting a beer will be an entirely new sensation: you will enjoy it even more since you will better understand what's inside your drink. Not to mention, to be a responsible drinker it is important to know what effects beer has on your health. You will gain a natural view on this, allowing you to form your own well-grounded opinion.This MOOC is developed by students of Wageningen University & Research in honour of the 100 year anniversary of the university. The students have received guidance from professors and experts in the field of food production, health risks, marketing, logistics and sustainable supply chains to ensure a high-quality learning experience for everyone. In this MOOC your teachers will truly be your peers!So, are you interested in the science behind your beer? Register for this course now!",Wageningen University & Research
Strategic Social Media Marketing,https://www.edx.org/course/strategic-social-media-marketing,103640.0,Advanced,"Business & Management Social media technologies are continuously transforming the ways consumers interact with each other and firms. These changes constitute a fundamental shift in the marketplace--consumers have greater opportunities to voice their opinions and connect with their peers as well as increased influence over marketers and brands. In this course, part of the Digital Product Management MicroMasters program, we examine how organizations capitalize on social media and consumer-to-consumer interactions to support their marketing efforts. We view these issues from a strategic and a practical perspective, rather than a technical or platform perspective. We will give you the knowledge you need to create engaging content for platforms such as Facebook, Instagram, Twitter, and Snapchat and how to identify influencers, deliver content to a targeted audience, and measure the success of your efforts. Understanding social media is crucial for product managers who will be operating in a digital environment. Product managers will learn how to use social media conversations to inform their decision-making and how to leverage social media to promote their products, services and the brand. Additionally, learners will gain an understanding of how social media can be used to achieve specific organizational objectives and to measure the effectiveness of those efforts.",Boston University
CS50's Introduction to Artificial Intelligence with Python,https://www.edx.org/course/cs50s-introduction-to-artificial-intelligence-with-python,258006.0,Introductory,"Computer Science AI is transforming how we live, work, and play. By enabling new technologies like self-driving cars and recommendation systems or improving old ones like medical diagnostics and search engines, the demand for expertise in AI and machine learning is growing rapidly. This course will enable you to take the first step toward solving important real-world problems and future-proofing your career.CS50’s Introduction to Artificial Intelligence with Python explores the concepts and algorithms at the foundation of modern artificial intelligence, diving into the ideas that give rise to technologies like game-playing engines, handwriting recognition, and machine translation. Through hands-on projects, students gain exposure to the theory behind graph search algorithms, classification, optimization, reinforcement learning, and other topics in artificial intelligence and machine learning as they incorporate them into their own Python programs. By course’s end, students emerge with experience in libraries for machine learning as well as knowledge of artificial intelligence principles that enable them to design intelligent systems of their own.Enroll now to gain expertise in one of the fastest-growing domains of computer science from the creators of one of the most popular computer science courses ever, CS50. You’ll learn the theoretical frameworks that enable these new technologies while gaining practical experience in how to apply these powerful techniques in your work.",Harvard University
CS50's Introduction to Game Development,https://www.edx.org/course/cs50s-introduction-to-game-development,346748.0,Intermediate,No description available,Harvard University
Rhetoric: The Art of Persuasive Writing and Public Speaking,https://www.edx.org/course/rhetoric-art-of-persuasive-writing-public-speaking,320225.0,Introductory,"Humanities We are living in a contentious time in history. Fundamental disagreements on critical policy, economic, and political issues make it essential to learn how to compose an effectiveargument and to analyze the arguments of others. This ability will help you engage in civil discourse and make needed changes in society. Conveying a convincing message can benefit your personal, public, and professional lives.This course is an introduction to the theory and practice of rhetoric, the art of persuasive writing and speech. In it, you will learn to construct and defend compelling arguments, a crucial skill in many settings. We will be using selected speeches from prominent twentieth-century Americans -- including Martin Luther King Jr., John F. Kennedy, Margaret Chase Smith, Ronald Reagan, and more -- to explore and analyze rhetorical structure and style. Through this analysis, you will learn how speakers and writers persuade an audience to adopt their point of view.Built around Harvard Professor James Engell's on-campus course, ""Elements of Rhetoric,"" this course will help you analyze and apply rhetorical structure and style, appreciate the relevance of persuasive communication in your own life, and understand how to persuade and recognize when someone is trying to persuade you. You will be inspired to share your viewpoint and discover the most powerful ways to convince others to champion your cause. Join us to find your voice!",Harvard University
CS50's Web Programming with Python and JavaScript,https://www.edx.org/course/cs50s-web-programming-with-python-and-javascript,698950.0,Intermediate,"Computer Science Topics include database design, scalability, security, and user experience. Through hands-on projects, you'll learn to write and use APIs, create interactive UIs, and leverage cloud services like GitHub and Heroku. By course's end, you'll emerge with knowledge and experience in principles, languages, and tools that empower you to design and deploy applications on the Internet.",Harvard University
Contract Law: From Trust to Promise to Contract,https://www.edx.org/course/contract-law-from-trust-to-promise-to-contract,414181.0,Intermediate,"Business & Management Learn about contracts from Harvard Law Professor Charles Fried, one of the world's leading authorities on contract law. Contracts are promises that the law will enforce. But when will the law refuse to honor a promise? What happens when one party does not hold to their part of the deal? This version of the course adds new units on Interpretation, Agency, Partnerships, Corporations, and Government Regulation.We are exposed to contracts in all areas of our life -- agreeing to terms when downloading a new computer program, hiring a contractor to repair a leaking roof, and even ordering a meal at a restaurant. Knowing the principles of contracts is not just a skill needed by lawyers, it illuminates for everyone a crucial institution that we use all the time and generally take for granted.This contract law course, with new materials and updated case examples, is designed to introduce the range of issues that arise when entering and enforcing contracts. It will provide an introduction to what a contract is and also analyze the purpose and significance of contracts. Then, it will discuss the intent to create legal relations, legality and morality, and the distinction between gifts and bargains. The course also investigates common pitfalls: one-sided promises, mistake, fraud, and frustration. With the knowledge of what makes contracts and how they can go wrong, Professor Fried will discuss remedies and specific performance. Finally, Professor Fried will introduce how contracts can create rights for third parties.The course's instructor, Charles Fried, has been teaching at Harvard Law School for more than 50 years and has written extensively on contracts. Not only is Professor Fried a leading authority on contract law, but he also utilizes a story-telling approach to explaining the topic, which creates a unique and interesting class experience.",Harvard University
"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",https://www.edx.org/course/fundamentals-of-neuroscience-part-1-the-electrical,380167.0,Introductory,"Biology & Life Sciences Fundamentals of Neuroscience is a three-courseseries that explores the structure and function of the nervous system—from the inner workings of a single nerve cell to the staggering complexity of the brain and the social interactions they enable. In this first course, you'll learn how individual neurons use electricity to transmit information. You'll build a neuron, piece by piece, using interactive simulations, then travel around Harvard's campus, where you'll see the inner workings of a lab and learn how to conduct DIY neuroscience experiments on your own. Join us as we study the electrical properties in individual neurons, building a foundation for understanding the function of the entire nervous system.",Harvard University
Justice,https://www.edx.org/course/justice-2,392588.0,Introductory,"Humanities Taught by lauded Harvard professor Michael Sandel, Justice explores critical analysis of classical and contemporary theories of justice, including discussion of present-day applications. Topics include affirmative action, income distribution, same-sex marriage, the role of markets, debates about rights (human rights and property rights), arguments for and against equality, dilemmas of loyalty in public and private life. The course invites learners to subject their own views on these controversies to critical examination.The principal readings for the course are texts by Aristotle, John Locke, Immanuel Kant, John Stuart Mill, and John Rawls. Other assigned readings include writings by contemporary philosophers, court cases, and articles about political controversies that raise philosophical questions.",Harvard University
Data Science: Machine Learning,https://www.edx.org/course/data-science-machine-learning,276209.0,Introductory,"Data Analysis & Statistics Perhaps the most popular data science methodologies come from machine learning. What distinguishes machine learning from other computer guided decision processes is that it builds prediction algorithms using data. Some of the most popular products that use machine learning include the handwriting readers implemented by the postal service, speech recognition, movie recommendation systems, and spam detectors. In this course,part ofourProfessional Certificate Program in Data Science, you will learn popular machine learning algorithms, principal component analysis, and regularization by building a movie recommendation system. You will learn about training data, and how to use a set of data to discover potentially predictive relationships. As you build the movie recommendation system, you will learn how to train algorithms using training data so you can predict the outcome for future datasets. You will also learn about overtraining and techniques to avoid it such as cross-validation. All of these skills are fundamental to machine learning.",Harvard University
